epoch,loss,mae_energy,val_loss,val_mae_energy
0,0.22140109539031982,0.22140109539031982,0.19520583748817444,0.19520583748817444
1,0.18631263077259064,0.18631263077259064,0.18217459321022034,0.18217459321022034
2,0.17982518672943115,0.17982518672943115,0.17672590911388397,0.17672590911388397
3,0.1759738028049469,0.1759738028049469,0.17432649433612823,0.17432649433612823
4,0.1733013093471527,0.1733013093471527,0.17400667071342468,0.17400667071342468
5,0.1710694134235382,0.1710694134235382,0.17306825518608093,0.17306825518608093
6,0.1691010296344757,0.1691010296344757,0.17041468620300293,0.17041468620300293
7,0.16741621494293213,0.16741621494293213,0.17033253610134125,0.17033253610134125
