epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7183082699775696,0.8117183446884155,0.5131328105926514,0.7387435436248779,0.8359763026237488,0.4830513000488281
1,0.7541091442108154,0.8523715138435364,0.46189942955970764,0.7633875608444214,0.8629267811775208,0.4474097192287445
2,0.7664760947227478,0.8655575513839722,0.44284501671791077,0.7688840627670288,0.8685846924781799,0.43893977999687195
3,0.7737908959388733,0.8731575012207031,0.4312475323677063,0.7756749391555786,0.874718189239502,0.4298020899295807
4,0.7785261273384094,0.8783199787139893,0.42303359508514404,0.7707424163818359,0.8723774552345276,0.4315185546875
5,0.782954752445221,0.8825635313987732,0.41609659790992737,0.7795488238334656,0.8789064288139343,0.42388179898262024
6,0.7867223620414734,0.8863231539726257,0.4099094271659851,0.7792205810546875,0.8787486553192139,0.42326775193214417
7,0.790211021900177,0.889780580997467,0.4040483236312866,0.7817307710647583,0.8811919093132019,0.4192499816417694
