epoch,loss,mae_direction,val_loss,val_mae_direction
0,0.3645539879798889,0.3645539879798889,0.2813241183757782,0.2813241183757782
1,0.2737874686717987,0.2737874686717987,0.2642950415611267,0.2642950415611267
2,0.262378990650177,0.262378990650177,0.25614768266677856,0.25614768266677856
3,0.2559525668621063,0.2559525668621063,0.2606183886528015,0.2606183886528015
4,0.2516443431377411,0.2516443431377411,0.25397366285324097,0.25397366285324097
5,0.24856698513031006,0.24856698513031006,0.2462177276611328,0.2462177276611328
6,0.24588562548160553,0.24588562548160553,0.24637268483638763,0.24637268483638763
7,0.24362045526504517,0.24362045526504517,0.2437666654586792,0.2437666654586792
